,ALXN,AZO,CHTR,EW,FTNT,HRL,ILMN,LVS,NFLX,CMG,HSY,IPGP,IT,URI,COO,DLTR,BIIB,ULTA,DPZ,MNST,EL,HFC,PRGO,REGN,MO,ROST,SHW,DG,AAPL,TSCO,FBHS,TDG,APTV,FLT,PSX,TSLA,NOW,AMCR,FANG,ORLY,AAL,NCLH,STZ,TSN,UAA,ABBV,EXR,CDW,IQV,LYB,SBAC,FB,GILD,HII,LB,KR,ABC,ABMD,PAYC,ANET,ALK,DXCM,TYL,AVGO,HD,MKTX,NI,AWK,EVRG,NOC,UNH,INFO,FTV,HUM,LMT,NEE,LW,BA,CTAS,HCA,PGR,TJX,CHD,KEYS,LLY,RMD,SBUX,CMS,IR,POOL,ZTS,ODFL,COST,WST,CLX,IDXX,AMZN
2011-05-20,0.0,0.10269180797628998,0.16888072382951821,0.06290578815481239,0.028708431568461566,0.18036855532489474,0.05815491550067732,0.0,0.13458571739341585,0.050297087376291315,0.0,0.05157203544984103,0.0,0.0,0.051673347059672046,0.06742098640836758,0.0362306787573022,0.00620422140977124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-23,0.0,0.10358344189177486,0.16662248780923702,0.06322427413917955,0.027931103472102585,0.18163498179892884,0.05772862106883671,0.0,0.13673079823969914,0.051323940478359004,0.0,0.049837989239318266,0.0,0.0,0.05141548937718371,0.06757087714220032,0.035844538390855725,0.006243299380099706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-24,0.0,0.10937317019683658,0.16662142613602585,0.06281226009531575,0.02761725066452946,0.18080437288240417,0.05708110533109148,0.0,0.13611508154880705,0.05064211276035861,0.0,0.049425092967824276,0.0,0.0,0.05034480735043989,0.06713414633919962,0.03554389215275276,0.006178226722160547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-25,0.0,0.11067436818594506,0.16524426762443775,0.06271783414629672,0.028359089519271803,0.17150370754622646,0.05767547744910301,0.0,0.14207049976320507,0.05107615946607563,0.0,0.051425066225866636,0.0,0.0,0.05116585280371081,0.06657465320750673,0.03496144144191503,0.006245754701990521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-26,0.0,0.10911449925435907,0.16346227420743314,0.06178819923014141,0.027730980686886033,0.17200642033014005,0.0574811251823344,0.0,0.14303620767698824,0.051794349414100056,0.0,0.05387742737190201,0.0,0.0,0.05127003642048312,0.06726427675232648,0.03448372134774314,0.00638757191954472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-27,0.0,0.10887828299667135,0.16466404651281147,0.06192896088364332,0.02798319915964617,0.17205028541648504,0.05690345705004116,0.0,0.14308958985391035,0.052030690585402585,0.0,0.05288434437708994,0.0,0.0,0.05108685370513673,0.06737311998857755,0.03437165902889488,0.006453357865355083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-31,0.0,0.10703358489084067,0.16412167479952386,0.0618942916010704,0.02812810739014069,0.1724583020190049,0.05641585494117923,0.0,0.1453376879861617,0.050938668840876014,0.0,0.05377709183083097,0.0,0.0,0.05105908730150283,0.06739192766770882,0.03465685845584679,0.006487091044956439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,0.1405666431459134,0.13524376216160053,0.07077907865129554,0.041140415501897405,0.15560906410399572,0.04378398448857738,0.0,0.1518387597583124,0.04496347508396423,0.0,0.05724179780285258,0.0,0.0,0.023014585071103665,0.0788017658149167,0.000670713650629824,0.0,0.05574646632732184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-02,0.0,0.13937265605938476,0.13734814292493958,0.0704892306775052,0.03905236144560295,0.153944861106278,0.0440274336651856,0.0,0.15487834768915382,0.045150434492536064,0.0,0.05843624731792931,0.0,0.0,0.022812372540921614,0.07822045717160833,0.0006873325192032805,0.0,0.05497862575170513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-03,0.0,0.13796506338491404,0.13888440003312655,0.07038130392134981,0.03910584289852092,0.1517785539338501,0.04381844175042791,0.0,0.15669863767994385,0.04546153119220763,0.0,0.057949386513880416,0.0,0.0,0.023230179773363935,0.07810532669611318,0.0006847439429406869,0.0,0.05533246917287268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-06,0.0,0.13963709495562196,0.13951626110589022,0.0708402091688949,0.03999638427942898,0.1540193431060389,0.0442140330883906,0.0,0.1520746911815987,0.04506059048446538,0.0,0.0565261499144919,0.0,0.0,0.023498541589416517,0.07882817675005048,0.0006835558954311196,0.0,0.054493870413572544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-07,0.0,0.13842160714828072,0.14004177594399106,0.07088204019491755,0.04064691695984915,0.15307485836992896,0.04446961294424059,0.0,0.15198904143839762,0.044936802792111076,0.0,0.05593640018196505,0.0,0.0,0.023517448032056798,0.079960447140207,0.0006813433986415751,0.0,0.0548334993604721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-08,0.0,0.14080580179402002,0.14063407962751584,0.07066006562413833,0.04034834462621069,0.1559693944520385,0.04494727233739179,0.0,0.1516207512383678,0.04440098360776754,0.0,0.052652254019969494,0.0,0.0,0.023508806151026046,0.07940831203586196,0.0006797361142177186,0.0,0.053754157788526366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-09,0.0,0.1418637360428604,0.13962483579259252,0.07078514726328854,0.03990826601455272,0.15509044066534602,0.045012584562454806,0.0,0.15115408571759917,0.04433332236261716,0.0,0.05405311793385033,0.0,0.0,0.023418284052319223,0.07950363645449779,0.0006835540317749826,0.0,0.053961544140641984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-10,0.0,0.14317119455381147,0.14109401290057558,0.06998732999306612,0.03859301770861175,0.1552174240968244,0.04509825037012263,0.0,0.15115319629548155,0.04403827926925149,0.0,0.05309318889813406,0.0,0.0,0.02350875353410352,0.07987664065742694,0.0006754037249266959,0.0,0.053876588933658195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-13,0.0,0.1433878497843363,0.13691695949342875,0.06989504251766158,0.038982248389195236,0.15698745276842216,0.044399535321278105,0.0,0.1512504237075022,0.0441483731216732,0.0,0.05348064370855816,0.0,0.0,0.023661619431963706,0.08116993787814648,0.000683763155198201,0.0,0.054415676103950386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-14,0.0,0.14181577128795936,0.13617001506420193,0.0705411730638496,0.0386596273256297,0.15674127677461278,0.044433110140793514,0.0,0.15134743728864583,0.04445812107554349,0.0,0.05425474938777837,0.0,0.0,0.02385196338760441,0.08098072718443518,0.0006967206929701894,0.0,0.05543773134659881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-15,0.0,0.14355922009963276,0.13735524857199258,0.07006725031240227,0.03818543243918896,0.1564269282388315,0.04418146431122944,0.0,0.15102207623667202,0.04514069376858894,0.0,0.05222731217528087,0.0,0.0,0.023538073252346952,0.08154689535150385,0.0006977308504230489,0.0,0.055431895629083766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-16,0.0,0.14408109114717813,0.13851176422047873,0.06972164293781338,0.039769967102955675,0.15918434900710726,0.04438812738002418,0.0,0.1468445615013341,0.044372597142901475,0.0,0.05074510420130535,0.0,0.0,0.023377886171508714,0.081765340228678,0.0006979949639421252,0.0,0.05591803592614979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-17,0.0,0.1450350735586407,0.14048470812153135,0.0703723183043051,0.038893072358540746,0.15950859450342944,0.04463640027138872,0.0,0.14470078416469168,0.04390726844095034,0.0,0.049939983816493005,0.0,0.0,0.023629918192709338,0.08167091635748973,0.0007070721498880588,0.0,0.055892375802096786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-20,0.0,0.14468462586430944,0.13797038387029512,0.06999988783629746,0.038831276631029456,0.15976699186779797,0.045057688673162746,0.0,0.14406589159307617,0.04487260813806036,0.0,0.04958500630943544,0.0,0.0,0.024227536549514626,0.08329892089668522,0.0007326936490127189,0.0,0.05628760036313351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-21,0.0,0.1421990506029941,0.1359232103792453,0.06902299984336722,0.04136243428306944,0.15891349111192513,0.04511061593015148,0.0,0.14611899163268954,0.04554191372092207,0.0,0.05002901650457026,0.0,0.0,0.024404788811256347,0.08349767202969806,0.0007200035831122226,0.0,0.05654795105041404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-22,0.0,0.14240015342840398,0.13818418052326656,0.06942636253091193,0.0413922715773544,0.1584682404798634,0.04559550073309776,0.0,0.14323149774313484,0.04541168425609928,0.0,0.050660705599108194,0.0,0.0,0.02457700349332501,0.08323516781709535,0.0007259228692484814,0.0,0.05608350330498144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-23,0.0,0.1418382799326959,0.13385552238854284,0.06941804468967794,0.042035341218252135,0.1565333067795465,0.045169563242454344,0.0,0.14684732447365262,0.04627854365264189,0.0,0.051601898555015485,0.0,0.0,0.024403774570581155,0.08380653402602482,0.0007324317332622134,0.0,0.05687348937666749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-24,0.0,0.1417675524798934,0.13156808584591362,0.06942715987602095,0.04338508780257255,0.15688941016452795,0.044612829305985334,0.0,0.14799664426649084,0.04680994957976968,0.0,0.05196684824440023,0.0,0.0,0.02409875452228531,0.08318806147612173,0.0007546691842382291,0.0,0.0569272063523284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-27,0.0,0.1410781592509907,0.1296071297985487,0.0693083452042271,0.043257394945135405,0.15631930754392134,0.04490432264522828,0.0,0.14845682069055177,0.04768369636805702,0.0,0.05346407433185546,0.0,0.0,0.023704064965264615,0.08346877611993872,0.0007567133723113917,0.0,0.05738897009287628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-28,0.0,0.13930597112748158,0.12908828754456012,0.06847177213621126,0.04385456995943071,0.15537781151581762,0.04528175511857746,0.0,0.14936220718217344,0.0475841340807011,0.0,0.05532470867921572,0.0,0.0,0.023460436834145497,0.08353816686297434,0.0007737530275366923,0.0,0.057981888063883984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-29,0.0,0.1386130598089247,0.12864585861056443,0.06860491769473813,0.044201616019695376,0.15670856893620091,0.04503772302264756,0.0,0.14934077285968558,0.04756362087784637,0.0,0.055463379337301576,0.0,0.0,0.0238241272716624,0.08378555618254173,0.0007782935533134072,0.0,0.05683771674061849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-30,0.0,0.139819430881827,0.12797604474635493,0.06965180464850829,0.04467458770640314,0.15660019843551823,0.04479638581024179,0.0,0.1475730097800622,0.04798392558333029,0.0,0.05569759854429934,0.0,0.0,0.024507702366235187,0.08283152224814423,0.0007610060502367463,0.0,0.056534000471825385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
