,minimum volatility monthly,maximum sharpe ratio monthly,minimum volatility yearly,maximum sharpe ratio yearly
2013-06-17,145.47440100326543,178.33107972545633,121.48198148994439,146.85838327636702
2013-06-18,146.5785475711823,180.39032021656044,122.36291315040582,149.21882179565415
2013-06-19,144.10743741912847,178.2248046339036,120.53598735656732,147.77616761512743
2013-06-20,140.11741500587468,170.27532892704016,116.87146569175714,141.29113889503466
2013-06-21,141.34613378524784,168.92784284343728,117.89905928726189,139.80303753700244
2013-06-24,141.4506724952698,165.81566580333714,117.34691354789727,137.45503424644457
2013-06-25,142.44460225067144,168.7162157110215,117.61045076789848,139.78264917945847
2013-06-26,144.46366197128302,171.466820631981,119.07031371688835,142.42617093124375
2013-06-27,144.7742320495606,172.69570444393165,118.79070198020926,144.62572344017013
2013-06-28,144.05160418891913,171.42095695133216,118.31738577918998,143.18343376617418
2013-07-01,145.2770235088349,174.1965821348191,119.26543270149222,146.45801885948165
2013-07-02,145.37144670753486,173.83699411106113,119.16492971954337,145.95340624656663
2013-07-03,145.24192456913002,173.82880128993992,118.77987818641652,146.40947878494248
2013-07-05,146.2594591703416,176.07418352108002,119.56832526893606,148.03324579772936
2013-07-08,147.39393928146373,177.317947010231,120.66256932182301,148.4849843570708
2013-07-09,147.93153340778363,178.60837576694487,121.34619902687062,150.0204244651793
2013-07-10,148.52619397716535,178.78918779850005,121.64909913825977,150.79350492553695
2013-07-11,150.42512481479656,182.35300154438016,123.53709957008348,154.86273719596846
2013-07-12,150.59717319812788,182.85693295803065,123.75855180740344,158.09750837821943
2013-07-15,150.91240685367595,182.62291805286404,124.1014502933501,156.78536616363508
2013-07-16,150.35335417156233,180.37158014812465,123.2246208099364,154.7582612098692
2013-07-17,150.0383614492418,180.9418109277725,123.30786561317433,155.47545165939314
2013-07-18,150.6234711004259,182.58187154483792,123.07378204536427,156.92285318298323
2013-07-19,152.3487883886339,182.96727529926298,124.20212055702198,157.34145676422102
2013-07-22,152.53381884784716,184.07852466907497,123.92321632995593,158.73056463775617
2013-07-23,152.39767806415574,181.40270428333278,124.074721564865,155.1188667484282
2013-07-24,151.58794016094225,182.50518234577177,124.28793311080922,155.94583160781843
2013-07-25,152.22210567913075,183.0386549348831,124.80037277374258,155.7554340526579
2013-07-26,152.61084634990712,184.5130113927841,124.91506857032766,157.6318247810362
2013-07-29,152.759594448662,183.0294402013779,124.84442992515555,155.8347510749815
2013-07-30,152.5386668855669,183.2664970247269,124.52735186843864,157.47994078598003
2013-07-31,153.29428840160386,182.3221268381119,125.2337666484832,156.15497562675458
2013-08-01,154.7290849843981,186.4155889547348,126.58958670501701,159.48630784072856
2013-08-02,154.75675704269432,187.6159181655884,127.05435534896843,160.08707135925272
2013-08-05,154.49136956348443,187.2577692369461,126.71853244094841,159.7196020172117
2013-08-06,154.47028433284783,184.41733213443757,126.50235393447868,156.21264057311993
2013-08-07,153.90701331634546,182.27317014751435,126.17554927024834,154.06648658676127
2013-08-08,154.19923218517326,183.83051623477937,126.2093960979461,154.70137666664104
2013-08-09,153.61732246322654,183.53487567405702,125.9226364368438,154.28346012649516
2013-08-12,153.35974070568108,182.3311120853424,125.93452422103876,152.98139879951458
2013-08-13,153.90379734554315,182.94504257240294,126.85696407127374,153.3771030948637
2013-08-14,152.08134700012232,182.28972440605162,125.14476176147454,151.9904539581297
2013-08-15,149.70154466133144,180.08964240951536,123.11693504180901,149.99748290901167
2013-08-16,148.4701709484103,180.85634844284058,122.73756353149408,150.45256127662643
2013-08-19,148.81522577705408,179.58700804424285,122.44080179748528,149.3278051948546
2013-08-20,148.79013048133876,181.37790483112335,122.94952055282585,151.16035168457014
2013-08-21,147.78038752079036,180.85214702033997,122.0738207702636,151.03903151206953
2013-08-22,148.39191299400355,183.20701202392578,122.68425195236199,152.3050021106718
2013-08-23,149.6673414327624,184.12502188777924,123.30347897872919,152.06719981422407
2013-08-26,148.1610763153079,184.56764643001557,122.32231467247004,152.84505886573774
2013-08-27,146.65887683029203,180.6820950357437,120.90607933578487,149.04878186836225
2013-08-28,146.12088169689207,182.0949140100479,120.79914401206966,151.10290195465072
2013-08-29,146.18037896022827,183.214978669548,121.2406644111633,152.2218382640837
2013-08-30,146.1964453958514,182.06550587673183,121.27025010299678,150.47131530075055
2013-09-03,146.10104416694674,183.8541706308365,121.4522595798492,152.38506698341354
2013-09-04,147.38712461452516,185.1892939790726,122.24916925697323,153.98610441131575
2013-09-05,147.3257178604129,186.238032034111,122.6366073608398,155.069049783325
2013-09-06,146.73036895198854,184.17971675243376,122.5444773445129,154.39316087532023
2013-09-09,147.86825585575136,186.277119560051,123.32640754699702,157.85392681503276
2013-09-10,149.5086288793567,189.80731761379243,123.92336871376031,160.81519673881513
2013-09-11,150.9832032419208,190.76645208034518,124.68785000877374,161.17533761329634
2013-09-12,151.06130063095125,189.37111097393037,124.3530554264068,160.17306660652145
2013-09-13,151.47838559932742,190.94792768535618,124.79363810310358,162.5416605888365
2013-09-16,152.8374037435535,191.89885670909888,125.9387123645782,163.46549868621807
2013-09-17,153.62879445323978,193.10289447040563,126.1708752086639,164.14745184059123
2013-09-18,155.05069520568884,195.71530783748634,127.63100077476496,167.12091824188212
2013-09-19,155.43972303638495,197.2123390691758,127.40680594367976,166.53226641464212
2013-09-20,154.66782975158728,196.70859956531532,126.7319453105926,164.68570046386697
2013-09-23,154.13289410152473,195.21317769565593,126.17043719520564,163.32880451240516
2013-09-24,154.10099204788244,196.55099126224525,125.6990284847259,164.38552533149698
2013-09-25,153.94085420341528,196.15550414714824,125.12466674842828,163.659375148773
2013-09-26,154.96322599449195,198.1218380170823,124.17220392341608,165.70699978866557
2013-09-27,154.8869712934498,198.55952809734356,123.24783014717096,166.57824285316445
2013-09-30,154.1133884325985,198.77600949687965,122.47788559684747,167.0676672302244
2013-10-01,155.70084355068244,200.65374077358254,123.058315857315,169.7031848293302
2013-10-02,155.00223371753728,200.33455915813454,122.63814057846062,169.0558785831449
2013-10-03,153.5826350131992,197.32786803607948,121.18030523300165,166.83771880798318
2013-10-04,155.23554454898868,199.77202175426493,121.74490692558281,168.07420146369913
2013-10-07,154.00823687686955,198.02938944911966,121.02715710411064,165.7484990634916
2013-10-08,152.8849520650867,191.004563310814,120.6413892391204,160.29146899986247
2013-10-09,152.6992648939136,189.18635890979778,120.72760736503592,158.7644156402586
2013-10-10,156.35300227642094,195.13592541942606,123.44373090019218,162.58345016593913
2013-10-11,157.1846089174274,195.5336428106309,123.53159981880181,163.29149465980507
2013-10-14,157.0351734115604,195.67073784389504,123.78108695335382,162.87549339714027
2013-10-15,155.74970932025946,192.13378483066566,122.86689649162285,158.89846423416114
2013-10-16,158.8207515184406,197.79273984470376,125.02547560997002,162.93950724410988
2013-10-17,160.69241641540566,199.0462526323319,126.78997366752618,164.1446443977354
2013-10-18,161.13253883686104,199.901448328209,126.6961775142669,164.52917261924725
2013-10-21,160.699481179047,199.13460147075656,126.07774669532769,163.10915096855146
2013-10-22,162.1453395168308,201.0552495077134,127.16192270164484,165.6341844463347
2013-10-23,161.708923498917,197.61731287631991,126.84824414710992,163.43900647048935
2013-10-24,161.66451166992223,201.50251629047398,126.77356603813165,167.86253077239974
2013-10-25,161.99040328121222,200.76638416881562,127.499399602127,169.45221426658614
2013-10-28,163.10604353637734,199.49633711338046,127.57692119560235,168.09327357406602
2013-10-29,164.22253693542518,200.19660363140108,127.97812388801569,168.34690270271287
2013-10-30,162.8335766468052,198.0285587381363,126.68005753288263,167.9509491893767
2013-10-31,162.34485346660654,200.19375254383087,127.03900084190364,167.33987244453417
2013-11-01,162.39357629184764,199.5713524682999,127.38714341773982,166.93191199722276
2013-11-04,162.55060988063852,204.44465413990028,127.82296802940363,167.70200905342088
2013-11-05,162.56815250263256,207.58589146204,126.8070260250091,165.11443911857592
2013-11-06,162.66637605428738,204.81136329970363,126.501489628601,164.56905111160265
2013-11-07,160.48842175407452,203.3034152151108,124.51002275238031,160.38275147323594
2013-11-08,161.36046270513577,203.59235327649117,125.6140118213653,162.7299471881865
2013-11-11,161.13662360258144,203.34087056126594,125.27228058929437,161.7270929718016
2013-11-12,161.5283453292851,202.69536479778293,125.2454445190429,162.70835369338974
2013-11-13,161.94968834581417,204.64479437298777,126.68316777038568,164.4664508312224
2013-11-14,163.05991672372858,205.34744836010933,127.57695707435602,167.3415871456145
2013-11-15,163.28473071565668,206.59738019986153,128.22143333587638,168.4328226081847
2013-11-18,163.08712689590496,200.76993772029877,127.53226243057243,166.30808130836473
2013-11-19,162.4966011900906,197.0568203435421,126.77846339950554,164.42472884597765
2013-11-20,161.3245019142155,197.05392994613646,126.04616085433953,165.29117411956776
2013-11-21,161.71236507816354,203.83587332344052,126.74965217056268,168.59208449363697
2013-11-22,162.05753318834343,203.4044324399471,127.64149496574396,169.39825380287158
2013-11-25,162.17183964519538,202.44590673484802,127.4918765605926,169.05794244728077
2013-11-26,162.21369209308662,203.6442299598694,127.18251166038507,170.14126996955858
2013-11-27,162.37030355758705,201.19058271255494,127.45747734413142,170.5125701694487
2013-11-29,162.0908031042103,200.6177395646095,127.19690087776179,170.88012117195115
2013-12-02,160.76995601739924,201.10006101450924,126.77140934181209,168.77571850128157
2013-12-03,160.60002616186182,199.8635736129284,126.29557068214412,167.073292676544
2013-12-04,160.02128261518519,199.925460493803,126.09503824882502,167.13249479827866
2013-12-05,159.30239918756524,197.9796583098888,125.40595187950129,166.93623227729782
2013-12-06,161.65586398439447,192.03066090312,127.55368703727716,167.6381786815642
2013-12-09,161.39611036481895,189.9521838923931,127.48733305549615,167.8829833187102
2013-12-10,161.2483249133114,192.14074894824026,126.6196110538482,168.61975919227586
2013-12-11,160.21294682912864,188.90451731791498,125.40339961433403,165.50097746467577
2013-12-12,158.75913973703422,188.78727326159475,124.43679355354303,165.961283169937
2013-12-13,159.14140355348624,188.88353967242242,124.49739668235772,166.84019472846973
2013-12-16,159.40905021028556,190.61420628848072,124.84339680061335,168.08368874244678
2013-12-17,158.42962348737754,191.4373156322002,124.72605438346858,167.3198252101897
2013-12-18,161.20592551069296,193.44972488894464,126.31620597572322,170.53273240547168
2013-12-19,160.4859670052532,197.33947844042777,125.98360554847713,168.76677737541186
2013-12-20,161.12605448885003,199.73345287013055,126.73056809196468,169.51905707664477
2013-12-23,160.8015450169567,202.49046159739495,126.62837991676327,171.72737327537524
2013-12-24,161.22921363000907,202.61333570475577,127.04859227790828,172.57499030799852
2013-12-26,161.6478447405819,204.29981653704644,127.33603625221248,173.43065151481616
2013-12-27,161.47159283208885,204.21356834330564,127.55392003135678,172.31078273429858
2013-12-30,161.9233535017971,201.77421291422846,127.73447095298765,173.00537206077564
2013-12-31,161.05818296136894,204.40927770266532,127.64901555061338,173.36859401359547
2014-01-02,159.5189799008373,201.2255074504375,126.48343688087462,172.11052482032764
2014-01-03,159.92445182466543,198.1418756587505,126.80494118633268,169.16151808547963
2014-01-06,159.71643029041326,197.21278778071397,126.64003084535597,168.23672945404041
2014-01-07,161.19919740781822,198.10002724833484,127.81575877933498,168.85769363403307
2014-01-08,161.8847202740673,198.1958851748943,128.35935850353238,168.69863013343797
2014-01-09,163.01380005483662,195.57117225069996,129.25466541099544,166.12644538993823
2014-01-10,163.87728466129337,198.69193939700122,129.93927043142315,169.0696219276427
2014-01-13,162.31613087558782,192.9274325625896,128.70110642461773,163.81451997604356
2014-01-14,164.39892054357566,198.1482438300609,130.35280515823362,168.49176150703414
2014-01-15,164.31265123977698,198.8667579856395,130.28436887483596,169.25345772781355
2014-01-16,164.7654499105457,199.39529524149893,130.64334159727096,169.7146888298033
2014-01-17,164.5777509550098,199.48888702273362,130.49470432004927,169.6271183155058
2014-01-21,164.0888114216808,200.3515422641277,130.1068701654434,170.50059556999187
2014-01-22,164.84461657743486,204.44446543993942,130.70607836608886,174.32167662887554
2014-01-23,163.29039662771257,202.6916542029857,129.47382779922484,172.79099657554607
2014-01-24,160.09924592466388,197.27255159602157,126.94346902427671,167.84393700599654
2014-01-27,159.47491855897937,194.34143357157703,126.44849981040953,165.01804159507736
2014-01-28,160.68095329399142,199.0774487327098,127.40472452878952,169.4116377422331
2014-01-29,158.12426212806736,196.10300190157884,125.37734634275436,166.8630326034544
2014-01-30,160.5552620523456,201.9728789535045,127.30500265188216,172.05258969840986
2014-01-31,160.3402579297069,202.3046698340892,127.1343069612503,172.5475987159727
2014-02-03,156.6065551305774,195.86119407267563,124.17345513181687,166.82828292160016
2014-02-04,156.43261133747131,199.6908155080318,125.86360102729796,170.35340018081646
2014-02-05,156.50902529468567,201.0306803584575,126.16988796873092,171.80854380798323
2014-02-06,159.40898055248292,205.35798677897446,128.55855363283158,175.3867300895689
2014-02-07,162.25572088756593,212.80021309256546,130.7147617975235,181.151717090988
2014-02-10,162.82827363414796,213.9352470838069,131.24279136629104,181.37534801864606
2014-02-11,165.07441004924806,217.44250302729597,132.9638084326744,184.55191615371686
2014-02-12,165.21128432292969,216.4718475625514,133.3157182776451,184.21112006607038
2014-02-13,165.4138938753131,217.65055591311443,134.39518992404933,186.34158880653365
2014-02-14,166.35826798000366,218.81836098971363,135.23326727828973,187.82695443725572
2014-02-18,165.61968086071045,221.22638225226393,136.07495312328334,190.64720320930465
2014-02-19,164.5797936536792,220.00155029368392,135.24123947954172,190.2388210460661
2014-02-20,166.0528033533099,223.5125492717265,136.45804490137095,193.15424435081465
2014-02-21,166.16309092350033,225.8483152616023,136.5930727650642,195.45533480567914
2014-02-24,166.2487754941943,227.57399700331675,137.33646590681073,198.0946377815245
2014-02-25,165.2898322530749,225.46699482493386,136.15185107088087,197.55523603172287
2014-02-26,163.72014175815607,225.60764903693186,135.7838829319,199.7111496379851
2014-02-27,164.63580535984065,225.68857023291577,136.28917460498806,199.36917682647692
2014-02-28,165.63497538242365,226.25969848837843,136.45657218856806,199.81934664573657
2014-03-03,164.6148930429461,226.04686386580457,136.16676577482218,199.07165472412098
2014-03-04,166.42362026233698,229.2094313214778,137.91311868772502,201.93324942626938
2014-03-05,166.47476147136715,226.35684760603897,138.13722769269938,198.96173607063278
2014-03-06,165.91462003498103,225.15433235259047,137.5963527505874,197.9181097457884
2014-03-07,166.37944284610774,226.3080969209193,137.67453764276502,198.96378350028976
2014-03-10,166.02395319042233,225.09580905814158,137.5684679829597,198.0021125560759
2014-03-11,165.47332263813047,223.51562633872018,137.07574628286358,196.38793613090502
2014-03-12,166.05719400692016,225.16325873236644,137.04263916234964,197.95599045524582
2014-03-13,164.8694696653369,222.866948146963,135.37106254310604,195.70250025444017
2014-03-14,165.46818697185546,223.4993638326167,135.62895017127988,196.36819856452928
2014-03-17,166.14497478733094,225.4449901299952,136.14949136676785,198.09693874359115
2014-03-18,166.47849620838198,229.10774069800362,136.58769650936122,201.57728277740463
2014-03-19,164.64560282039676,225.7731254296778,135.18102834033962,198.22708768424974
2014-03-20,164.58176392955815,227.27717959418283,134.9299478151321,199.41276855239852
2014-03-21,164.6655505041126,224.84259522795665,134.53476373558038,196.45557906341537
2014-03-24,163.04616462345157,222.61186690611828,133.13107646636956,194.62152363433822
2014-03-25,163.39213296527896,222.563424092245,133.41336688661568,194.63386794090255
2014-03-26,162.6845165372852,222.09229005637158,132.85821400585166,194.09111330642685
2014-03-27,163.20659976902041,226.14420753378857,133.16368557929985,197.85655615730272
2014-03-28,163.62573015880616,229.15010943579665,133.42997514572136,200.72493718833908
2014-03-31,165.354852923775,227.49916717123978,134.98880585145943,199.01470780143725
2014-04-01,165.39671557178528,228.55347182211872,135.39323338279718,200.0954110080718
2014-04-02,165.78491704139742,232.4855122228145,135.22646263236993,203.3860448585509
2014-04-03,165.29693409023318,230.9298987386226,134.58174096374506,201.1160391189574
2014-04-04,163.53361521148713,226.76052815909378,132.98141266460414,197.89189790458667
2014-04-07,161.58225254020724,220.8437437081813,131.77927257213588,192.72202238311755
2014-04-08,162.2217761184696,222.902870797491,131.45811444759366,195.74526841125476
2014-04-09,163.7741966754917,227.47957704443925,132.34422612304684,200.0075949188231
2014-04-10,160.56285621719397,219.85920425887102,129.99545176219937,193.83994689521774
2014-04-11,159.58959017028843,220.44711358847613,128.83864494686122,194.13677869262682
2014-04-14,160.95362009010347,225.08316893820756,129.59021382436748,198.4878644248961
2014-04-15,161.58237606544526,224.87075224356644,130.0602151947021,197.63676190261828
2014-04-16,162.87818780384094,228.1261102918147,131.2388480226516,201.16160128135667
2014-04-17,162.35769797382386,232.39220843482008,131.18614011735912,205.14730804557783
2014-04-21,163.14683390922576,235.18919700903885,131.79995173435205,207.38869103050214
2014-04-22,163.49916595191985,236.17199470725055,132.03995106735223,208.73381154403668
2014-04-23,164.0872775550845,235.8930270024776,132.47084087924952,207.73712344741804
2014-04-24,164.6243224670413,237.23919287314408,131.43767189645763,209.59942109031658
2014-04-25,164.3804451660159,229.86630341849326,130.90473975858683,202.21386880912763
2014-04-28,165.65226869316126,229.78653633093828,131.61123871412272,200.96141112594586
2014-04-29,165.8800185462954,231.80349969382283,131.39293881015772,203.48873596496563
2014-04-30,166.8732491464617,232.94028189215658,132.41646277723305,204.0301886150358
2014-05-01,166.311762102318,231.1776511823177,131.71685587596886,202.73155472412088
2014-05-02,165.22414684848803,234.95941636328695,132.30167885637277,207.57192954483008
2014-05-05,165.82994933338185,234.75892406973836,132.84212214908595,207.87648033523533
2014-05-06,164.7481481103899,233.3793506921291,131.97255419883723,206.53067144775363
2014-05-07,166.05639002475758,237.77023016791338,133.2537567382812,208.71053922500582
2014-05-08,165.1945971004488,231.5082979600429,133.30892982225413,202.59925548324557
2014-05-09,164.74127115821858,230.789176537466,133.9029015553474,202.42504244575474
2014-05-12,165.00501365127585,234.3584257535458,135.00661060075754,206.44075272140478
2014-05-13,164.85625815296194,235.70959076972005,134.73193102540964,207.43595111618012
2014-05-14,164.35790387573263,232.85068326010702,133.8880703987121,204.12197492637603
2014-05-15,162.85946663684865,228.05014245467186,132.28580260400767,199.4313896633145
2014-05-16,163.25102494239826,230.12438658080103,132.58539260997767,201.52024943389858
2014-05-19,162.90164341392537,232.24177724585536,133.3030264519691,202.97462024078337
2014-05-20,162.30216875896474,229.96207560324677,132.71076661014553,200.8634069652554
2014-05-21,163.3917052488329,233.93438315634734,133.33938521575922,205.09255041084253
2014-05-22,164.29987538242358,235.33570897536285,133.71302242040628,207.0396513931271
2014-05-23,164.65960516376512,236.0387338521481,133.9060897718429,207.764758765411
2014-05-27,164.76173161811846,234.03765163550383,133.6036472226142,206.53096157836873
2014-05-28,165.61040631656664,234.32190657973294,133.8098462750434,206.21577022132834
2014-05-29,165.54770014324205,239.6789878739834,133.7486798298835,211.39598321876488
2014-05-30,167.198641802025,240.72980045638084,134.48635564622873,211.83852589454614
2014-06-02,167.1898029211046,242.04397784667015,134.33929892597192,212.93084994811974
2014-06-03,167.65275311355606,244.95109191412925,133.99954502000801,215.70426778335533
2014-06-04,168.7279849701883,246.07029944357873,134.94907470808022,216.31033120536765
2014-06-05,168.9641580891611,247.30251426405906,134.97495225667947,217.62944738807641
2014-06-06,169.0069255067827,251.0580577779293,135.6262981977462,221.14390076942405
2014-06-09,168.13565723047273,251.05214371123313,135.49959310035698,221.91155566635092
2014-06-10,167.7896157092096,250.86547231383324,135.10037941503518,221.77314384536703
2014-06-11,165.9642197158815,252.35549443297384,134.50673889083856,223.77257841682393
2014-06-12,164.7528048918726,251.64151186575887,133.77554538650506,223.95735503845174
2014-06-13,165.63928132276553,256.6827860867977,134.19655423507686,228.49475147476156
2014-06-16,166.0371588721277,259.33332039999965,134.55865491571421,230.9710687091823
2014-06-17,166.16484353170412,260.1464883111477,134.7987557368278,231.08213058471637
2014-06-18,167.8692550467493,261.1750838147641,135.60477938270563,231.9900449729915
2014-06-19,169.1070261546137,259.27463342070587,135.77313312168116,230.00010044898946
2014-06-20,169.07277872924823,260.7785199647427,136.35154620151516,231.19430748023947
2014-06-23,168.5013631248476,262.8588762750149,135.88158196401594,233.21042033386192
2014-06-24,168.15310421905534,257.14700623679164,135.28661861076353,228.147083815765
2014-06-25,168.4789396756174,260.736442390585,135.69663560533522,231.8811324703213
2014-06-26,168.85562094821947,259.8730528203488,135.7557910538673,230.27304112510646
2014-06-27,169.30754202709215,259.505211707449,135.53400389280316,229.8931380287167
2014-06-30,169.7688915824892,259.1433524632931,135.56017983837123,229.61355989570583
2014-07-01,169.53043395004292,261.5759005467892,135.86888261594768,232.31774070358244
2014-07-02,168.34674990139027,259.6582293080807,135.40597869434353,230.12143545265167
2014-07-03,168.32832343120594,260.92344853072166,135.83621581487654,231.61472636795014
2014-07-07,168.77989690971395,257.6851317834377,135.42819569940565,228.45064517135592
2014-07-08,168.13202567596457,254.4063960324764,134.73642332744598,225.67081043205232
2014-07-09,168.6556657114031,257.21525536131855,135.06471271791457,228.14824423370334
2014-07-10,168.41527904281637,254.89045260634418,134.60122981920242,225.1631518260953
2014-07-11,168.1187968050005,252.7993088048458,134.92663635549545,223.3319180496213
2014-07-14,167.85365176754016,256.62239977583886,134.98736337709425,227.61549572296113
2014-07-15,165.99899660892504,251.3125319627285,134.35551272764204,222.86244395103427
2014-07-16,165.72898749542256,253.9445458451748,133.60023861093518,225.27360092086764
2014-07-17,163.44874154758472,251.32981693320275,132.53417661266323,222.5819483871457
2014-07-18,165.00279747581502,255.38046408438683,133.79632416429516,226.29640478477447
2014-07-21,164.52820188217183,256.45314735426905,133.2247400672912,227.7790055805203
2014-07-22,164.77666922493,255.9125624818325,133.41742823457713,227.829273496246
2014-07-23,164.47990546035786,257.47423724532126,133.457744069004,230.05790892753566
2014-07-24,165.26328812618274,257.4279288793087,133.72549377908703,230.01223980712857
2014-07-25,164.57029137973802,253.56681870093345,133.58934916582103,226.68876446075404
2014-07-28,164.8475360208513,252.4337736611843,133.51132639694208,225.1289277275082
2014-07-29,164.05697966499343,252.87679575629232,133.1968281971931,226.316827238464
2014-07-30,163.62336029891983,252.4370711297512,133.26136640691755,225.39598571701012
2014-07-31,160.92212522201555,246.14581998839378,130.57181620368954,220.2586897697445
2014-08-01,160.8278724365236,242.39413865408898,130.65141361017226,216.3586905803677
2014-08-04,161.37448090553298,243.10965308890346,131.42118903865813,219.86268193931542
2014-08-05,160.58501986084,244.6376308225155,130.87634116344452,216.15842312126122
2014-08-06,160.096566137314,244.79335426688195,131.07976154165266,215.2903479892727
2014-08-07,159.9169100093843,243.6637670911312,130.41295143661497,212.17247440643274
2014-08-08,161.42944159927384,244.46723814520837,132.0125526959419,214.99706391906702
2014-08-11,162.25375771503462,246.35032369742396,132.28687698822017,215.12870338554345
2014-08-12,162.09035099906936,246.29474141669277,132.08715299701686,212.90755721397363
2014-08-13,163.3540982233049,252.51855807242396,132.6625564633369,217.35489279594384
2014-08-14,164.61911468105333,254.0936102681637,133.74154268274302,217.0359901046749
2014-08-15,164.2855823913576,255.3541585546017,133.21244578704827,220.69931712226827
2014-08-18,165.4388349205019,258.6962313374997,134.88503784236903,223.91696188087423
2014-08-19,165.75314290771504,259.49058163886076,135.32160708456036,224.9415106704708
2014-08-20,165.79231930370352,259.4229108754635,135.64085233240124,225.44415744934045
2014-08-21,166.24175327453636,260.3976701589108,135.93191480894086,225.79737393951382
2014-08-22,165.58666174106622,260.05429378943444,135.6753203297615,224.69167385330167
2014-08-25,166.13239330577875,261.6260397572994,136.49452072582244,227.0916431442257
2014-08-26,166.6989072242739,262.7100335011959,136.22583424196242,230.02412350807154
2014-08-27,167.17429540824915,261.6681021604061,135.97081019706724,227.7003099235531
2014-08-28,166.59225482902553,259.3261802747249,136.16646561727524,228.09175385169948
2014-08-29,166.67405210781124,260.4011749707698,136.19007500200271,232.62547453727686
2014-09-02,166.65458077945735,262.28030132422435,136.27022460918425,229.072955319595
2014-09-03,166.3657145874026,259.08118220419874,136.0263946620941,229.36645447883572
2014-09-04,166.05205339527157,253.9816412457942,135.31978696861268,223.22512677459684
2014-09-05,166.79959799213435,254.77383379187577,136.0874595416069,223.54253190536468
2014-09-08,166.5746149068835,252.86338977866166,136.24526476755142,220.90461681289642
2014-09-09,165.53666292877224,250.77643044676776,135.17868188991548,218.72777135887117
2014-09-10,166.16372380313902,250.94871784758564,135.57144129610063,219.90293546066258
2014-09-11,167.53832758350399,251.21188552908893,135.92383744449617,220.68859166107148
2014-09-12,166.35456800117518,250.08192729964253,135.33440442476274,218.29502472190828
2014-09-15,166.92221441059138,248.13611820311542,135.0966318559647,217.4984598403928
2014-09-16,168.2644484197619,251.30807904524798,136.66416610631944,220.68897594146702
2014-09-17,167.88789392681144,251.55213107810013,136.3271637187004,220.15473899917575
2014-09-18,168.2268709930422,251.3648579434871,136.5925797525406,217.90027471771214
2014-09-19,168.61273580627463,250.1130791379451,136.1231536102295,216.42524730377173
2014-09-22,166.77507429389973,245.15086716513628,134.08215108098986,211.85303596305823
2014-09-23,165.47045883064288,241.79603599486344,133.5601573287964,210.65563485259986
2014-09-24,167.01520200424213,244.48875727095597,134.80833616142277,213.7324538562772
2014-09-25,164.89350452480335,240.20710253729814,133.34051639633182,210.09632784500096
2014-09-26,166.44346793441792,242.5891581964015,133.98303779287343,212.41440415573092
2014-09-29,166.6996459426882,245.25567809920304,134.32071131124502,216.16908704338047
2014-09-30,166.08732326755543,244.0234714349269,134.4302520976067,212.87177996711705
2014-10-01,164.8360114686968,240.6755080781459,133.09368638973243,211.15850938148475
2014-10-02,164.37585279712698,239.54582076468458,133.55087640638357,212.64446727218603
2014-10-03,166.54005052547478,244.68477363944044,134.56099616460807,210.71172239952062
2014-10-06,166.35067214489004,243.10503506598465,135.16045022983556,211.50605340766882
2014-10-07,164.41215550746938,239.10696835227006,133.7912110919953,206.47298334426858
2014-10-08,167.64009855480214,243.7366199735164,135.7819011498452,210.32531596755962
2014-10-09,164.84624802913686,239.41147459769243,133.802626689148,202.7153692443845
2014-10-10,164.5137254262926,236.24187345328326,133.4804489027024,195.26870899620033
2014-10-13,162.2498609430315,231.21530070509905,131.69260068435673,184.58140234832743
2014-10-14,163.7255238615038,231.87762702689164,132.4630208686829,186.9053854160307
2014-10-15,161.82917327213306,231.31964842696183,132.2106911275864,189.2285896751402
2014-10-16,160.5581535135271,230.31004747138016,131.0734365027428,194.42358833847027
2014-10-17,162.28206783733387,234.36345722823134,132.462660539341,196.50042791252116
2014-10-20,164.22294732227343,236.82700960211747,134.00080044231416,198.5619114654539
2014-10-21,166.23581057262436,240.08491763243666,135.8262179447174,205.52315241470316
2014-10-22,166.8360666471483,240.28559006171218,135.65696717586516,200.38871116752603
2014-10-23,168.0109723505022,245.003922328329,137.04538880586622,206.44984014167767
2014-10-24,169.9033024930956,247.43651788191787,138.02656188831327,207.47511622543314
2014-10-27,170.22565665683766,249.1525536908626,138.5310812182426,203.3269127532957
2014-10-28,170.832177828026,250.84135293555252,140.26123695421214,210.01431804237342
2014-10-29,170.53412355098743,249.0849889375209,139.39196981286997,210.87691107025125
2014-10-30,172.84400433254257,250.81798615813247,141.06279939031597,210.04128507957438
2014-10-31,174.0916340379717,254.25012697730057,141.94881126518246,213.3430142726896
2014-11-03,174.71164553356192,254.39084238562577,141.92330844268795,211.69557896270732
2014-11-04,174.90635728702566,253.023681606245,141.7859118685722,205.87786127319316
2014-11-05,175.75264796352408,253.6733739142894,142.93780692386625,208.0993008003233
2014-11-06,176.0759620248797,257.20413548102374,144.44668096618648,209.98845471267683
2014-11-07,176.42332850093865,256.4346326081752,143.80776440391534,214.33038375282268
2014-11-10,177.1697171838763,258.70288081679337,144.53587923479074,211.2859871208189
2014-11-11,178.32494256172205,257.9806128358363,144.905127508068,211.90860521545392
2014-11-12,176.8563367841723,257.89314660105697,144.8115505060195,208.2011884731291
2014-11-13,177.00209608898186,259.0334830455302,145.03312974271765,207.84112098999006
